
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
8038,Uttar Pradesh,Ghaziabad,Sapnawat Prachin Nageshwar Mandir,77.7285,28.6273,2023,7.79,895,0,476,21,1.20,43,14,0.00,230,22,43,120,5,0.06,0.00,12.27
8039,Uttar Pradesh,Ghaziabad,In Block Office,77.2894,28.7472,2023,7.99,2125,0,439,383,0.94,136,28,0.00,260,64,24,385,23,0.15,0.00,5.00
8040,Uttar Pradesh,Ghaziabad,Abupur Gate,77.5296,28.7898,2023,8.01,897,0,451,21,1.10,43,14,0.00,120,18,18,162,4,0.21,0.00,15.16
8041,Uttar Pradesh,Ghaziabad,In Block Office,77.5033,28.7700,2023,7.87,962,0,415,78,0.81,47,0,0.00,300,71,30,86,9,0.73,0.00,70.00
8042,Uttar Pradesh,Ghaziabad,On Road Side,77.5126,28.7766,2023,7.85,554,0,268,21,1.20,37,6,0.00,150,24,22,70,4,0.00,0.00,17.88
8043,Uttar Pradesh,Ghaziabad,Prachin Shiv Mandir Gaonkheda,77.5262,28.7738,2023,7.76,1042,0,537,21,1.00,44,25,0.00,150,20,24,158,50,0.18,0.00,12.97
8044,Uttar Pradesh,Ghaziabad,"Sumitra Sadan House, Gobind Kumar",77.4908,28.7498,2023,7.65,748,0,403,21,0.32,28,10,0.00,170,32,22,109,5,0.09,0.00,32.69
8045,Uttar Pradesh,Ghaziabad,In Block Office,77.4564,28.7100,2023,7.90,1182,0,573,64,0.95,48,17,0.00,200,36,27,204,7,0.00,0.00,24.00
8046,Uttar Pradesh,Ghaziabad,In The Compound Of Shiv Temple,77.5376,28.6564,2023,8.02,515,0,232,14,0.00,37,16,0.00,180,32,24,40,4,0.07,0.00,0.00
8047,Uttar Pradesh,Ghaziabad,Near Honda Show Room,77.4502,28.7039,2023,7.54,1083,0,476,78,0.58,44,9,0.00,220,36,32,160,4,0.18,0.00,11.77
8048,Uttar Pradesh,Ghazipur,Block Office,83.0622,25.4561,2023,7.82,711,0,366,21,0.11,12,0,0.00,210,52,19,63,2,3.07,0.00,0.00
8049,Uttar Pradesh,Ghazipur,Block Office,83.3365,25.5462,2023,7.86,1586,0,732,121,3.15,20,0,0.00,390,40,70,184,2,4.72,0.00,52.00
8050,Uttar Pradesh,Ghazipur,Biraich,83.5585,25.6117,2023,7.91,1290,0,659,57,1.40,14,0,0.00,210,28,34,196,3,0.21,0.00,36.67
8051,Uttar Pradesh,Ghazipur,Block Office,83.0008,25.5684,2023,7.52,3119,0,464,610,0.20,273,13,0.00,0,64,98,441,17,2.81,3.00,14.00
8052,Uttar Pradesh,Ghazipur,Block Office,83.3724,25.7421,2023,7.81,1026,0,390,78,0.47,26,56,0.00,400,56,62,48,4,0.25,0.00,42.00
8053,Uttar Pradesh,Ghazipur,Block Office,83.5596,25.4143,2023,7.49,1630,0,549,191,0.57,30,70,0.00,650,156,62,74,2,0.91,0.00,13.00
8054,Uttar Pradesh,Ghazipur,Block Office,83.5597,25.8039,2023,7.72,896,0,439,28,0.67,31,8,0.00,290,44,43,69,3,0.11,0.00,11.00
8055,Uttar Pradesh,Ghazipur,Block Office,83.3006,25.6973,2023,7.80,898,0,439,50,0.76,0,8,0.00,360,52,55,37,2,0.06,0.00,41.00
8056,Uttar Pradesh,Ghazipur,Block Office,83.2279,25.5417,2023,7.83,1684,0,390,326,0.92,45,0,0.00,480,48,86,164,3,0.73,0.00,15.00
8057,Uttar Pradesh,Ghazipur,Pokhra Mod Bazar,83.1413,25.6155,2023,7.71,697,0,342,28,0.68,10,17,0.00,310,48,46,16,3,0.21,0.00,19.19
8058,Uttar Pradesh,Ghazipur,Jeevpur,83.5682,25.4835,2023,7.66,657,0,268,43,0.11,29,0,0.00,230,60,19,42,4,0.25,2.49,0.00
8059,Uttar Pradesh,Gonda,Block Office,81.9106,26.9758,2023,7.79,775,0,427,35,0.00,25,0,0.00,320,64,38,45,4,0.00,2.00,5.00
8060,Uttar Pradesh,Gonda,Block Office,82.4572,27.0775,2023,7.91,491,0,281,28,0.24,0,0,0.00,220,40,29,22,3,3.69,0.00,0.00
8061,Uttar Pradesh,Gonda,Block Office,81.7028,27.1308,2023,7.55,1155,0,549,64,1.10,50,10,0.00,410,68,58,94,3,0.00,0.00,4.00
8062,Uttar Pradesh,Gonda,Block Office,81.7611,27.1392,2023,7.54,603,0,366,7,0.35,14,0,0.00,290,68,29,18,5,1.23,23.00,0.00
8063,Uttar Pradesh,Gonda,Block Office,82.0428,27.2944,2023,7.96,1122,0,573,50,1.40,38,28,0.00,460,72,67,73,2,0.00,0.00,0.00
8064,Uttar Pradesh,Gonda,Block Office,81.9672,27.1189,2023,7.44,821,0,342,71,0.34,55,0,0.00,310,88,22,62,5,0.80,4.00,0.00
8065,Uttar Pradesh,Gonda,Block Office,81.7936,27.2056,2023,7.31,1188,0,561,85,0.27,14,23,0.00,365,68,47,93,45,9.17,130.00,0.00
8066,Uttar Pradesh,Gonda,Block Office,81.9683,27.1628,2023,7.59,540,0,317,14,0.61,5,0,0.00,250,64,22,16,3,0.47,14.00,0.00
8067,Uttar Pradesh,Gonda,Block Office,81.7864,27.0347,2023,7.29,660,0,390,14,0.26,5,0,0.00,280,74,23,32,4,2.29,18.00,0.00
8068,Uttar Pradesh,Gonda,Block Office,81.9900,26.9556,2023,7.52,821,0,427,50,0.20,23,0,0.00,350,108,19,41,7,2.99,34.00,0.00
8069,Uttar Pradesh,Gonda,Block Office,82.1208,26.9478,2023,8.16,597,0,378,7,0.23,6,0,0.00,200,52,17,53,4,1.22,6.00,3.00
8070,Uttar Pradesh,Gorakhpur,In The Premises Of Collecterate.Adj.,83.3702,26.7489,2023,7.79,751,0,305,50,0.36,43,0,0.00,220,64,14,66,9,1.71,1.00,0.00
8071,Uttar Pradesh,Gorakhpur,Block Office,83.3528,26.5527,2023,7.95,695,0,305,43,0.23,19,0,0.00,280,48,38,30,3,5.17,1.00,0.00
8072,Uttar Pradesh,Gorakhpur,Bairiyadih/Babu Bariya,83.5593,26.3679,2023,7.74,764,0,427,14,0.11,0,0,0.00,350,92,29,14,2,3.56,21.98,0.00
8073,Uttar Pradesh,Gorakhpur,Block Office,83.5023,26.2836,2023,7.90,674,0,342,14,0.35,15,0,0.00,280,44,41,23,4,2.65,1.00,0.00
8074,Uttar Pradesh,Gorakhpur,Block Office,83.1645,26.4331,2023,7.97,532,0,268,14,0.20,0,16,0.00,240,40,34,11,2,0.00,0.00,6.00
8075,Uttar Pradesh,Gorakhpur,Bharohia,83.2832,26.9189,2023,8.14,328,0,171,21,0.47,0,0,0.00,140,44,7,11,1,0.13,2.00,0.00
8076,Uttar Pradesh,Gorakhpur,Block Office,83.4924,26.8989,2023,7.97,357,0,171,21,0.29,6,0,0.00,160,36,17,9,3,0.00,2.00,0.00
8077,Uttar Pradesh,Gorakhpur,Block Office,83.5620,26.5844,2023,8.21,407,0,207,14,0.27,6,0,0.00,180,48,14,9,2,0.41,2.00,0.00
8078,Uttar Pradesh,Gorakhpur,Block Office,83.3945,26.8021,2023,7.98,756,0,372,36,0.52,0,0,0.00,320,40,53,24,4,1.31,0.00,6.00
8079,Uttar Pradesh,Gorakhpur,Rajpur Pasitola,83.3013,27.0253,2023,8.02,499,0,281,7,0.93,0,0,0.00,200,36,26,22,2,1.11,0.00,7.38
8080,Uttar Pradesh,Gorakhpur,Block Office,83.2678,27.2015,2023,7.94,620,0,268,36,0.29,25,0,0.00,250,48,31,25,4,2.04,0.00,0.00
8081,Uttar Pradesh,Gorakhpur,"At Primary School Gagha I, Hatwa;",83.4454,26.4333,2023,8.15,428,0,220,14,0.31,6,0,0.00,180,44,17,12,3,0.39,5.37,0.00
8082,Uttar Pradesh,Gorakhpur,Block Office,83.4376,26.4493,2023,8.17,510,0,281,14,0.41,0,0,0.00,220,48,24,13,3,0.30,8.00,0.00
8083,Uttar Pradesh,Gorakhpur,"Village-Dumsa Babupura, Near",83.4285,26.4493,2023,8.17,555,0,293,14,0.29,0,0,0.00,260,56,29,6,3,0.29,6.39,0.00
8084,Uttar Pradesh,Gorakhpur,Village-Rajpur; In Front Of H/O,83.4516,26.4477,2023,7.94,467,0,244,14,0.00,0,0,0.00,180,48,14,19,2,0.57,0.00,0.00
8085,Uttar Pradesh,Gorakhpur,Block Office,83.3530,26.3558,2023,8.09,455,0,232,7,0.53,13,0,0.00,210,48,22,7,2,0.00,4.00,0.00
8086,Uttar Pradesh,Gorakhpur,Uttarsoth,83.2950,26.7670,2023,7.54,434,0,244,7,0.16,6,0,0.00,210,52,19,3,1,0.13,0.00,0.00
8087,Uttar Pradesh,Gorakhpur,Block Office,83.3106,26.8670,2023,8.12,404,0,220,7,0.24,0,0,0.00,170,44,14,14,1,1.59,0.00,0.00
8088,Uttar Pradesh,Gorakhpur,Adjacent To Primary School,83.4187,26.5021,2023,7.72,794,0,366,50,0.60,15,0,0.00,280,60,31,52,5,0.10,0.00,7.31
8089,Uttar Pradesh,Gorakhpur,At Pwd Inspection Bunglow,83.4099,26.5357,2023,7.86,1230,0,390,142,0.39,55,23,0.00,460,60,74,69,4,0.00,0.00,12.35
8090,Uttar Pradesh,Gorakhpur,Block Office,83.4152,26.5161,2023,7.76,514,0,293,7,0.39,0,0,0.00,240,64,19,5,3,1.90,6.00,0.00
8091,Uttar Pradesh,Gorakhpur,Village- Mahopar; At The Back Of H/O,83.4308,26.5100,2023,7.94,644,0,354,14,0.44,0,0,0.00,250,40,36,31,3,1.42,0.00,3.09
8092,Uttar Pradesh,Gorakhpur,Village- Rewradih; Near H/O Sitaram,83.4100,26.5118,2023,7.54,1371,0,281,192,0.23,96,63,0.00,500,92,65,76,8,0.13,0.00,8.38
8093,Uttar Pradesh,Gorakhpur,Block Office,83.2490,26.6646,2023,7.66,988,0,439,64,0.31,29,0,0.00,280,56,34,95,4,2.72,2.00,5.00
8094,Uttar Pradesh,Gorakhpur,Block Office,83.4406,26.7170,2023,7.74,392,0,146,36,0.24,17,0,0.00,160,56,5,15,0,0.00,1.00,0.00
8095,Uttar Pradesh,Gorakhpur,Sonviya Aghar Bazar,83.4362,26.6341,2023,7.79,496,0,281,7,0.32,0,0,0.00,180,40,19,28,3,1.48,0.00,3.85
8096,Uttar Pradesh,Gorakhpur,Block Office,83.2039,26.8206,2023,8.15,644,0,354,21,0.53,0,0,0.00,250,60,24,32,3,1.36,1.00,0.00
8097,Uttar Pradesh,Gorakhpur,Block Office,83.5207,26.8203,2023,7.80,410,0,232,7,0.50,0,0,0.00,180,48,14,9,4,0.79,6.00,0.00
8098,Uttar Pradesh,Gorakhpur,Block Office,83.4406,26.7170,2023,7.81,1015,0,366,99,1.49,32,10,0.00,390,56,60,50,2,0.19,0.00,4.00
8099,Uttar Pradesh,Gorakhpur,Block Office,83.1856,26.7513,2023,7.96,439,0,232,14,0.21,0,0,0.00,200,48,19,8,2,2.57,0.00,0.00
8100,Uttar Pradesh,Gorakhpur,Samuda,83.1561,26.6399,2023,7.95,618,0,329,14,0.56,0,0,0.00,280,36,46,10,3,0.41,0.00,0.00
8101,Uttar Pradesh,Gorakhpur,Block Office,83.5470,26.6871,2023,8.04,356,0,159,14,0.62,21,0,0.00,140,40,10,15,3,1.71,1.00,0.00
8102,Uttar Pradesh,Gorakhpur,Block Office,83.2565,26.4648,2023,7.90,639,0,372,11,0.43,0,0,0.00,280,52,36,29,3,1.07,2.00,4.00
8103,Uttar Pradesh,Hamirpur,Hand Pump Of Block Office,79.5441,25.6911,2023,7.89,981,0,537,21,0.36,10,0,0.00,310,56,41,82,1,0.19,0.00,6.00
8104,Uttar Pradesh,Hamirpur,Jariya,79.6027,25.7608,2023,8.05,825,0,464,14,0.63,7,9,0.00,260,56,29,70,0,0.28,0.00,4.45
8105,Uttar Pradesh,Hamirpur,Jhabra,79.6479,25.8708,2023,7.86,1157,0,598,36,0.78,11,13,0.00,220,52,22,157,1,0.22,0.00,6.30
8106,Uttar Pradesh,Hamirpur,Rihunta,79.4803,25.7555,2023,7.96,750,0,415,14,0.49,0,7,0.00,280,64,29,41,2,0.11,0.00,4.74
8107,Uttar Pradesh,Hamirpur,Hand Pump Of Block Office,79.9845,25.9788,2023,8.01,957,0,464,43,0.44,15,14,0.00,230,44,29,108,2,0.16,0.00,4.00
8108,Uttar Pradesh,Hamirpur,Gadriya Khera,80.0383,25.6629,2023,7.91,1184,0,531,71,0.79,48,0,0.00,260,32,43,151,1,0.83,0.00,12.83
8109,Uttar Pradesh,Hamirpur,Hand Pump Of Block Office,79.9845,25.9788,2023,7.92,2071,0,720,135,0.65,229,15,0.00,330,44,53,323,1,0.27,0.00,12.00
8110,Uttar Pradesh,Hamirpur,Lohari,80.0578,25.7466,2023,7.91,636,0,329,14,0.82,12,12,0.00,210,48,22,49,0,0.24,0.00,0.00
8111,Uttar Pradesh,Hamirpur,Urdana,80.1758,25.6228,2023,7.98,2304,0,683,220,1.08,156,101,0.00,240,32,38,405,1,0.41,0.00,28.15
8112,Uttar Pradesh,Hamirpur,Bewar,79.9272,25.7610,2023,7.96,1494,0,659,57,0.84,46,86,0.00,370,48,60,170,3,0.60,0.00,12.00
8113,Uttar Pradesh,Hamirpur,Hand Pump Of Block Office,79.7946,25.6604,2023,8.09,1983,0,781,185,0.67,51,44,0.00,660,88,106,149,2,0.00,0.00,8.00
8114,Uttar Pradesh,Hamirpur,Imaliya,79.9112,25.6592,2023,8.02,1569,0,683,71,1.35,37,79,0.00,230,32,36,247,1,0.15,1.06,19.52
8115,Uttar Pradesh,Hamirpur,Hand Pump Of Block Office,79.5761,25.5989,2023,7.65,3012,0,451,341,0.27,378,318,0.00,460,52,79,475,4,0.29,0.00,25.00
8116,Uttar Pradesh,Hamirpur,Khiriya,79.4962,25.6462,2023,7.99,735,0,403,14,0.78,0,10,0.00,270,52,34,42,1,0.00,0.00,6.30
8117,Uttar Pradesh,Hamirpur,Pathnouri,79.6248,25.5198,2023,7.92,1180,0,549,43,1.07,12,28,0.00,250,44,34,149,1,0.46,0.00,18.71
8118,Uttar Pradesh,Hamirpur,Hand Pump Of Block Office,79.6824,25.7729,2023,8.04,1941,0,647,192,0.52,96,73,0.00,480,60,79,184,64,1.07,2.00,9.00
8119,Uttar Pradesh,Hamirpur,Harsundi,79.7415,25.8694,2023,7.99,599,0,305,14,0.23,11,19,0.00,180,52,12,54,1,0.61,0.00,0.00
8120,Uttar Pradesh,Hamirpur,Deogaon,80.1932,25.8795,2023,8.07,784,0,439,7,0.62,6,7,0.00,250,40,36,60,2,0.06,0.00,5.55
8121,Uttar Pradesh,Hamirpur,Lalpura,80.0449,25.8618,2023,8.17,1688,0,927,36,0.90,9,8,0.00,230,28,38,275,0,0.00,0.00,14.79
8122,Uttar Pradesh,Hapur,Bajherakalan,77.7121,28.5910,2023,7.71,480,0,268,7,1.10,24,5,0.00,210,40,27,18,4,0.10,0.00,17.56
8123,Uttar Pradesh,Hapur,In Block Office,77.6439,28.6331,2023,7.88,898,0,500,21,1.30,40,5,0.00,230,43,30,120,6,0.61,0.00,63.17
8124,Uttar Pradesh,Hapur,In Block Office,78.0883,28.7881,2023,7.89,1133,0,488,57,0.72,47,100,0.00,450,96,51,78,6,0.23,0.00,9.55
8125,Uttar Pradesh,Hapur,,78.1189,28.7140,2023,7.85,505,0,207,21,0.00,28,35,0.00,230,60,19,9,3,0.30,0.00,5.26
8126,Uttar Pradesh,Hapur,In Block Office,77.7569,28.7366,2023,7.74,755,0,439,21,1.00,15,8,0.00,185,36,23,102,6,2.61,0.00,20.86
8127,Uttar Pradesh,Hapur,On Rosd Side,77.8269,28.7849,2023,7.53,1425,0,500,113,0.00,50,125,0.00,260,46,35,223,6,0.17,0.00,14.89
8128,Uttar Pradesh,Hapur,Shiv Mandir Kakar,77.8279,28.6711,2023,7.94,680,0,317,14,0.30,32,53,0.00,205,46,22,71,5,6.67,3.84,14.63
8129,Uttar Pradesh,Hapur,In Block Office,78.0001,28.7673,2023,7.67,622,0,256,35,0.84,52,9,0.00,280,61,31,22,6,0.24,1.08,9.54
8130,Uttar Pradesh,Hardoi,Virsinghpur,79.8732,27.4195,2023,8.06,457,0,195,14,0.13,38,0,0.00,190,48,17,9,5,0.19,0.00,3.91
8131,Uttar Pradesh,Hardoi,Gangakheda,80.2864,27.0589,2023,7.84,718,0,232,50,0.43,78,0,0.00,260,60,26,40,4,1.32,3.22,0.00
8132,Uttar Pradesh,Hardoi,Kirtiyarpur,79.7964,27.2813,2023,8.18,1242,0,342,128,0.62,152,0,0.00,210,32,31,181,5,4.83,0.00,8.30
8133,Uttar Pradesh,Hardoi,Mubarakpur,79.7890,27.4219,2023,8.14,419,0,207,14,0.36,14,0,0.00,160,32,19,20,4,0.58,0.00,11.06
8134,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,80.3355,27.1633,2023,7.86,734,0,342,28,0.16,32,0,0.00,310,36,53,22,7,8.37,2.00,0.00
8135,Uttar Pradesh,Hardoi,Chandrapur,80.4616,27.1565,2023,7.96,618,0,317,14,0.67,8,0,0.00,240,36,36,28,4,0.47,1.11,7.27
8136,Uttar Pradesh,Hardoi,Dhaniganj,80.0194,27.0386,2023,8.19,549,0,293,14,0.40,0,0,0.00,180,70,1,39,4,1.97,1.97,3.24
8137,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,80.1257,27.1174,2023,8.40,464,12,220,7,0.80,0,0,0.00,190,28,29,15,4,0.00,0.00,10.00
8138,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,80.1547,27.0258,2023,7.88,840,0,342,64,1.16,34,7,0.00,320,52,46,43,6,0.16,1.00,35.00
8139,Uttar Pradesh,Hardoi,Arua,80.1607,27.5479,2023,7.94,594,0,342,7,0.57,0,0,0.00,240,40,34,22,5,2.27,5.31,4.09
8140,Uttar Pradesh,Hardoi,Gopamau,80.2847,27.5311,2023,8.04,612,0,262,60,0.00,24,0,0.00,240,44,31,30,6,0.48,2.20,5.86
8141,Uttar Pradesh,Hardoi,Rasoolpur,80.2837,27.6789,2023,8.00,602,0,281,43,0.15,0,0,0.00,260,40,38,11,4,0.48,2.09,0.00
8142,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,79.9640,27.2925,2023,7.89,699,0,281,36,0.33,28,30,0.00,300,56,38,18,9,0.48,0.00,49.00
8143,Uttar Pradesh,Hardoi,Kuliya,79.8350,27.2267,2023,7.98,777,0,305,28,0.34,72,0,0.00,270,24,50,49,5,2.95,11.72,0.00
8144,Uttar Pradesh,Hardoi,Atwadanda,80.6044,27.0661,2023,7.87,782,0,354,28,0.00,32,0,0.00,300,60,36,32,8,3.46,0.00,0.00
8145,Uttar Pradesh,Hardoi,Bahuti Kalan,80.5655,27.1772,2023,8.08,700,0,336,28,0.13,14,0,0.00,280,52,36,25,10,0.30,0.00,0.00
8146,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,80.5174,27.0566,2023,8.07,599,0,293,21,0.91,8,0,0.00,220,60,17,31,4,0.00,0.00,10.00
8147,Uttar Pradesh,Hardoi,Dariyapur Balbhadora,79.8662,27.5479,2023,8.23,462,0,244,7,0.18,0,0,0.00,160,40,14,27,4,1.20,1.36,0.00
8148,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,79.9433,27.6486,2023,7.92,492,0,244,14,0.19,20,0,0.00,190,52,14,23,4,2.47,19.00,0.00
8149,Uttar Pradesh,Hardoi,In Compound Of Bdo Office,80.2406,27.4379,2023,8.00,612,0,281,28,0.56,24,0,0.00,240,48,29,25,4,0.98,20.00,0.00
8150,Uttar Pradesh,Hardoi,Tedwa Chatarpur,80.0249,27.6822,2023,8.12,583,0,305,14,0.30,0,0,0.00,240,36,36,13,17,0.57,2.23,17.48
8151,Uttar Pradesh,Hathras,Aharai,77.9512,27.5275,2023,7.86,9128,0,756,1772,0.50,1300,26,0.00,1800,208,311,1160,180,1.14,0.00,14.00
8152,Uttar Pradesh,Hathras,Block H.Q,78.2675,27.6120,2023,7.77,931,0,342,113,0.30,38,15,0.00,260,52,31,98,22,0.39,0.00,10.00
8153,Uttar Pradesh,Hathras,Dist. H.Q,78.0551,27.5730,2023,8.07,2246,0,769,170,1.28,131,89,0.00,410,40,74,301,54,0.19,1.00,44.00
8154,Uttar Pradesh,Hathras,Mohari,78.1531,27.6494,2023,8.96,2730,132,256,227,2.95,275,94,0.00,340,16,73,490,11,0.00,0.00,43.38
8155,Uttar Pradesh,Hathras,Singhal,78.1599,27.5217,2023,8.45,6105,48,390,851,1.32,1200,32,0.00,530,16,119,1150,10,0.20,0.00,118.81
8156,Uttar Pradesh,Hathras,Lutsan,78.1354,27.6483,2023,8.45,1462,18,305,106,0.95,133,0,0.00,200,28,31,250,4,0.00,0.00,16.00
8157,Uttar Pradesh,Hathras,Block H.Q,77.9411,27.5684,2023,7.95,3725,0,488,610,1.00,402,0,0.00,740,84,127,436,8,5.05,0.00,16.00
8158,Uttar Pradesh,Hathras,Rahna,78.0392,27.6587,2023,8.25,556,0,268,14,0.71,28,8,0.00,230,52,24,22,5,0.09,1.00,13.00
8159,Uttar Pradesh,Hathras,Block H.Q,78.0401,27.4466,2023,8.16,3678,0,451,425,1.50,670,0,0.00,440,44,79,582,4,2.21,0.00,0.00
8160,Uttar Pradesh,Hathras,Block H.Q,78.1374,27.4369,2023,8.03,1891,0,586,128,0.54,105,36,0.00,290,40,46,193,32,0.13,0.00,34.00
8161,Uttar Pradesh,Hathras,Block H.Q,78.0741,27.6911,2023,8.05,2403,0,720,227,0.86,156,36,0.00,400,48,67,291,4,0.45,0.00,41.00
8162,Uttar Pradesh,Hathras,Block H.Q,78.3707,27.6926,2023,8.27,482,0,195,14,1.00,27,0,0.00,170,36,19,17,3,0.75,1.00,8.00
8163,Uttar Pradesh,Jalaun,Garon,79.3464,25.8628,2023,7.99,564,0,293,21,0.46,7,0,0.00,220,44,26,28,2,0.00,0.00,4.70
8164,Uttar Pradesh,Jalaun,Kushmi Mauja,79.3189,25.9947,2023,8.06,996,0,464,50,0.67,29,0,0.00,350,48,55,65,2,0.14,1.42,5.48
8165,Uttar Pradesh,Jalaun,Block – Campus,79.4248,25.8750,2023,7.80,1760,0,561,234,0.78,75,50,0.00,850,32,185,33,0,0.58,0.00,10.00
8166,Uttar Pradesh,Jalaun,Babai,79.4653,26.1714,2023,7.84,972,0,464,35,0.23,14,25,0.00,340,60,46,62,2,0.68,0.00,4.38
8167,Uttar Pradesh,Jalaun,Dadupur,79.7311,26.0119,2023,7.88,602,0,317,14,0.19,5,8,0.00,210,56,17,40,2,0.10,0.00,0.00
8168,Uttar Pradesh,Jalaun,Sandhi,79.6008,26.0042,2023,7.92,766,0,390,28,0.46,8,0,0.00,350,48,55,14,4,0.38,0.00,3.97
8169,Uttar Pradesh,Jalaun,Bilalya,79.1956,25.8758,2023,8.00,604,0,317,21,0.50,8,0,0.00,240,20,46,30,1,0.68,0.00,0.00
8170,Uttar Pradesh,Jalaun,Block – Campus,79.1618,26.0017,2023,7.83,1185,0,378,99,0.49,31,85,0.00,430,48,74,61,0,0.18,0.00,7.00
8171,Uttar Pradesh,Jalaun,Pahargaon,79.0672,25.8717,2023,7.57,838,0,293,92,0.27,28,10,0.00,340,76,36,35,2,0.33,0.00,4.61
8172,Uttar Pradesh,Jalaun,Swami,79.0450,26.0169,2023,8.17,594,0,281,28,1.45,16,0,0.00,270,40,41,11,2,0.48,0.00,4.16
8173,Uttar Pradesh,Jalaun,Jakha Bambi,79.4453,26.2814,2023,7.94,502,0,244,14,0.52,19,0,0.00,230,48,26,8,0,0.87,0.00,3.30
8174,Uttar Pradesh,Jalaun,Rajpura,79.3017,26.2550,2023,8.09,1354,0,561,99,0.66,33,13,0.00,400,32,77,120,2,0.62,0.00,7.94
8175,Uttar Pradesh,Jalaun,Madarpur,79.7364,26.1400,2023,7.91,964,0,488,28,0.25,10,13,0.00,250,44,34,102,2,0.08,0.00,6.02
8176,Uttar Pradesh,Jalaun,Mahatwani,79.1986,26.1508,2023,8.03,880,0,439,28,0.35,5,16,0.00,330,88,26,47,1,0.42,0.00,0.00
8177,Uttar Pradesh,Jalaun,Block – Campus,79.1839,26.3481,2023,8.07,723,0,390,28,0.55,11,11,0.00,310,56,41,35,3,0.88,0.00,4.00
8178,Uttar Pradesh,Jalaun,Husepura Surai,79.3086,26.3642,2023,8.07,409,0,207,14,0.49,6,0,0.00,190,48,17,6,1,2.68,0.00,0.00
8179,Uttar Pradesh,Jaunpur,Bahripur,82.4453,25.9817,2023,8.37,881,48,439,14,0.85,5,15,0.00,380,60,55,48,2,0.24,0.00,14.63
8180,Uttar Pradesh,Jaunpur,Leduka Bazar,82.5519,25.8833,2023,8.09,827,0,500,14,0.77,22,0,0.00,220,32,34,104,2,0.08,0.00,9.43
8181,Uttar Pradesh,Jaunpur,In Primise Of Block Office,82.4714,25.5617,2023,8.00,792,0,390,28,0.55,21,20,0.00,310,40,50,37,4,0.89,0.00,22.00
8182,Uttar Pradesh,Jaunpur,Dharampur,82.7475,25.7525,2023,8.65,628,24,262,21,0.46,20,7,0.00,260,12,55,21,5,0.52,0.00,34.00
8183,Uttar Pradesh,Jaunpur,Dobhi,82.9978,25.5939,2023,7.71,699,0,390,14,0.82,0,0,0.00,240,44,31,48,3,0.64,0.00,7.00
8184,Uttar Pradesh,Jaunpur,Jalalpur,82.7586,25.6081,2023,7.84,699,0,366,14,1.00,15,11,0.00,280,60,31,31,2,0.16,0.00,7.00
8185,Uttar Pradesh,Jaunpur,In Jaunpur City,82.6844,25.7447,2023,7.94,1775,0,378,255,0.80,156,40,0.00,580,56,106,128,4,1.83,0.00,12.00
8186,Uttar Pradesh,Jaunpur,Karanjhakalan,82.6886,25.8044,2023,8.25,1220,0,476,113,1.50,34,0,0.00,330,44,53,118,3,0.20,0.00,23.00
8187,Uttar Pradesh,Jaunpur,Kerakat,82.9197,25.6456,2023,7.90,804,0,366,57,0.70,13,10,0.00,280,48,38,55,3,0.00,0.00,10.00
8188,Uttar Pradesh,Jaunpur,Khutahan,82.5783,25.9800,2023,7.90,694,0,378,7,0.40,9,17,0.00,280,44,41,28,5,0.12,0.00,6.00
8189,Uttar Pradesh,Jaunpur,Block Office,82.2063,25.6461,2023,7.95,849,0,476,28,0.73,17,7,0.00,300,40,48,74,2,0.24,0.00,15.00
8190,Uttar Pradesh,Jaunpur,Block Office,82.3992,25.6682,2023,8.42,1343,60,476,78,1.04,135,0,0.00,210,24,36,243,1,0.09,0.00,30.00
8191,Uttar Pradesh,Jaunpur,Block Office,82.6142,25.6400,2023,8.00,794,0,403,21,0.90,20,18,0.00,310,32,55,38,4,0.26,0.00,32.00
8192,Uttar Pradesh,Jaunpur,Block Office,82.8286,25.6975,2023,8.07,730,0,415,14,0.34,0,0,0.00,230,32,36,59,3,0.32,0.00,6.00
8193,Uttar Pradesh,Jaunpur,Block Office,82.1887,25.6563,2023,7.64,1232,0,390,121,0.29,80,115,0.00,460,76,65,89,10,1.09,0.00,8.00
8194,Uttar Pradesh,Jaunpur,In Primise Of Block Office,82.6200,25.5553,2023,8.18,912,0,500,28,0.50,0,0,0.00,270,20,53,81,5,0.21,0.00,0.00
8195,Uttar Pradesh,Jaunpur,Dhanachu,82.7024,25.5077,2023,7.90,581,0,329,14,0.64,6,0,0.00,250,36,29,21,3,0.00,0.00,5.50
8196,Uttar Pradesh,Jaunpur,Rampur,82.5708,25.4903,2023,8.31,1162,12,561,35,1.10,39,0,0.00,160,20,26,188,5,0.11,0.00,31.00
